source_sku,source_name,brand_name,form,functional_area,category,servings,cost_usd,srp_usd,active_ingredients,primary_benefits,usage,cautions,image_file,shipping_scope,source_category
GCN-075,Mushroom Complex 10 X,Core Focus Mushroom Complex 10 X,Capsules,focus,Focus,60,7.05,35.9,"Cordyceps Sinensis Powder, Reishi Mushroom Extract, Shiitake Mushroom Extract, Lions Mane, Proprietary Blend (Maitake Mushroom Extract, Turkey Tail Extract, Chaga Mushroom Extract, Royal Sun Agaricus Extract, White Button Mushroom Extract, Black Fungus Extract, Hypromellose (vegetable capsule), Microcrystalline Cellulose, Magnesium Stearate.",Supports cognitive function; Boosts energy levels; Contributes to immune health; Antioxidant-rich,As a dietary supplement take two (2) vegetable capsules once a day. For best results take 20-30 min before a meal with an 8oz (240 ml) glass of water or as directed by your healthcare professional.,"Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement.",assets/product-focus.svg,ALL_SUPPORTED_DESTINATIONS,Mushroom Products
GCN-076,Fermented Mushroom Blend,Core Immunity Fermented Mushroom Blend,Powder,immunity,Immunity,60,26.39,51.9,"Vitamin C, Organic Prebiotic Fiber Blend (Organic Inulin, Organic Green Tea Extract, Organic Fermented Ginger Root), Organic Immune Blend (Mushroom Mycelial Biomass Blend,[Cordyceps (Cordyceps militaris), Reishi (Ganoderma lucidum), Himematsutake (Royal Sun Agaricus) (Agaricus blazei), Shiitake (Lentinula edodes), Maitake (Grifola frondosa), Turkey Tails (Trametes versicolor)], Acerola Cherry Extract, Total Beta Flucan (from Organic Immune Blend), Organic Cassava Maltodextrin",Daily wellness support,Take one scoop daily mixed into food or drinks or as directed by a health professional.,"This product is not intended to diagnose, treat, cure or prevent any disease. Use only if seal is intact, Consult your health care practitioner if you are pregnant or nursing, taking medications or have a medical conditions, before taking this or any other product. Store in a cool, dry place. Keep out of reach of children.",assets/product-immune.svg,ALL_SUPPORTED_DESTINATIONS,Mushroom Products
GCN-077,Sea Moss,Core Immunity Sea Moss,Capsules,immunity,Immunity,60,6.89,25.9,"Organic Irish Moss, Organic Bladderwrack, Organic Burdock, BioPerine®, Pullulan Capsules.",Supports thyroid and lymphatic system health; Helps purify and clear the skin; Natural Source of antioxidants & iodine,"As a dietary supplement, take two (2) capsules once a day. For best results, take 20-30 min before a meal or as directed by your healthcare professional.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement.",assets/product-immune.svg,ALL_SUPPORTED_DESTINATIONS,Greens & Superfoods
GCN-078,Ultra Cleanse Smoothie Greens,Core Focus Ultra Cleanse Smoothie Greens,Powder,focus,Focus,60,26.65,42.9,"Great Grains Blend (Brown Rice Bran Powder, Organic Flax Powder, Barley Malt Powder), Herbal Blend (Organic Alfalfa Powder, Parsley Powder, Bee Pollen Powder, Siberian Ginseng Powder, Aloe Vera Powder, Astragalus Powder, Bilberry Powder, Ginger Powder, Gingko Biloba Powder, Green Tea Powder, Licorice Powder, Milk Thistle Powder, Peppermint Powder, Royal Jelly Powder, Schisandra Powder, Stevia Extract Powder), Sea Vegetable Powder (Spirulina Powder, Chlorella Powder, Sea Whistle Powder), Fruit Blend (Apple Pectin Powder, Pineapple Powder, Grape Skin Extract, Acerola Juice Powder), Green Grass Blend (Organic Barley Grass Powder, Organic Kamut Grass Powder, Organic Oat Grass Powder, Organic Rye Grass Powder, Organic Wheat Grass Powder), Vegetable Blend (Beet Juice Powder, Broccoli Powder, Rhubarb Juice Powder, Spinach Powder), Fructooligosaccharides (FOS), silica.",Overall wellness; Liver health; Antioxidant; Increases energy,"Adults mix two (2) teaspoons into 8 oz. (237 ml) of apple juice or other favorite liquid, or use as directed by a health care professional. Store in a cool, dry place and away from direct light. Great with apple juice.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Consult your physician before using this product if you are pregnant or nursing, taking medications, or have a medical condition. Discontinue use two weeks before surgery.",assets/product-focus.svg,ALL_SUPPORTED_DESTINATIONS,Greens & Superfoods
GCN-079,Colon Gentle Cleanse,Core Recovery Colon Gentle Cleanse,Powder,recovery,Recovery,30,16.15,35,"Psyllium husk (Plantago Ovata) seed powder,Tamarind (Tamarindus Indica) fruit extract, Digestive Enzyme blend from fermented cereals (amylase, lactase, lipase, cellulase), Ginger root (Zingiber officinale Roscoe)",Promotes regular bowel movements; Supports digestive health; Maintains digestive comfort; Contains a blend of natural ingredients including fiber and digestive enzymes,"Recommended in the diet as an additional source of fiber to support intestinal functions. It is recommended to take one sachet once or twice a day, separate from meals. The contents of the bag should be poured into a glass filled with non-carbonated water (6.76 oz / 200 ml), stir well and drink immediately. A possible increase in consistency into a jelly-like mass is characteristic of this preparation and does not affect the quality of the product.","It is not recommended to take in case of individual hypersensitivity to the components, as well as children under 12 years of age. Do not exceed the recommended daily dose. The dietary supplement could not be used as a substitute for a complete diet. Take not earlier than 2 h after possible medication. It is recommended to consult your doctor before use.",assets/product-joint.svg,ALL_SUPPORTED_DESTINATIONS,Digestive Support
GCN-080,Nitric Shock Pre-Workout Powder (Fruit Punch),Core Performance Nitric Shock Pre-workout Powder Fruit Punch,Powder,performance,Performance,60,16.39,38.9,"Sodium (as Sodium Citrate), Potassium (as Potassium Citrate), Vitamin B1 (as Thiamine Hydrochloride), Vitamin B2 (as Riboflavin), Vitamin B3 (as Niacin), Vitamin B6 (as Pyridoxine Hydrochloride), Folic Acid, Vitamin B12 (as Cyanocobalamin), Pantothenic Acid (as D-Calcium Pantothenate), Calcium (as Dicalcium Phosphate), Phosphorous (as Dicalcium Phosphate), Magnesium (as Magnesium Oxide), Chromium (as Chromium Nicotinate), Dicreatine Malate, L-Arginine Alpha Ketoglutarate, Beta Alanine, Caffeine, Energy/Endurance/Focus Matrix (L-Taurine, Betaine Anhydrous, Waxy Maize, L-Citrulline Malate, Glycocyamine, Glucuronolactone, L-Tyrosine, Maltodextrin, Citric Acid, Fruit Punch Flavor, Dextrose, Sucralose, Silicon Dioxide.",Boosts energy; Increases muscle mass and strength; Supports muscular recovery; Enhanced memory and cognition,"Mix 1 or 2 scoops in 6-8 ounces of cold beverage. Assess tolerance by taking 1 scoop. If well tolerated, take 1 to 2 scoops 30 minutes before working out. Do not exceed 2 scoops daily.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not use if under age 18. Do not use if you are pregnant or nursing. Consult a medical doctor before use if you have any medical condition or family history of any disease, including (but not limited to) hypotension, hypertension, heart, liver, or thyroid disease, diabetes, psychiatric disease, asthma, pernicious anemia, anxiety, depression, seizure disorder, cardiac arrhythmia, stroke, prostate enlargement, or if you are taking any prescription drug.",assets/product-energy.svg,ALL_SUPPORTED_DESTINATIONS,Pre-Workout Supplements
GCN-081,Beetroot Powder,Core Performance Beetroot Powder,Powder,performance,Performance,60,8.95,35.9,"Beet Root Powder (Beta vulgaris) (root), Hibiscus Powder (flower), Apple Juice Powder (fruit), Stevia Extract (leaf), Maltodextrin","Supports normal blood pressure; Made with thoughtfully sourced ingredients like beet root and hibiscus; Promotes healthy blood flow and circulation, ideal for post-workout recovery; Simple to add to any active, healthy lifestyle","As a dietary supplement, adults use one (1) scoop of powder in 6-8 ounces (177-236ml) of cold water or favorite beverage once daily. Consume within 10 minutes of mixing.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with known medical conditions should consult a physician before using this or any dietary supplement. KEEP OUT OF THE REACH OF CHILDREN. DO NOT USE IF SAFETY SEAL IS DAMAGED OR MISSING. STORE IN A COOL, DRY PLACE.",assets/product-energy.svg,US_ONLY,Post-Workout Recovery
GCN-082,"Vitamin D3 2,000 IU","Core Immunity Vitamin D3 2,000 Iu",Softgels,immunity,Immunity,100,7.85,19.9,"Vitamin D3 (as cholecalciferol), Softgel (gelatin, glycerin, water), soybean oil, corn oil.",Supports bone density; Immune support; Increases energy levels,"As a dietary supplement, adults take one (1) softgel capsule daily or as directed by a health care professional.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place and away from direct light.",assets/product-immune.svg,ALL_SUPPORTED_DESTINATIONS,Vitamins & Minerals
GCN-083,Bone & Heart Support,Core Immunity Bone And Heart Support,Capsules,immunity,Immunity,60,7.19,29.9,"Calcium (as Calcium Carbonate), Vitamin D3 (Cholecalciferol), Vitamin K2 (mk-7)(as Menaquinone), BioPerine® (Black Pepper Fruit Extract), Microcrystalline Cellulose, Hypromellose (vegetable capsule).",Enhances blood circulation; Healthy bones and joints; Improved cardiovascular health; Suitable for use during pregnancy,"Take one (1) capsule twice a day as a dietary supplement. For best results, take 20-30 min before a meal or as directed by your healthcare professional.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement.",assets/product-immune.svg,ALL_SUPPORTED_DESTINATIONS,"Bone, Joint & Cartilage"
GCN-084,Grass-Fed Collagen Peptides Powder (Chocolate),Core Recovery Grass-fed Collagen Peptides Powder Chocolate,Powder,recovery,Recovery,60,18.05,35.9,"Hydrolyzed Collagen Peptides (from bovine hide), Cocoa Powder, Acacia Powder, Natural Flavor, Sodium Chloride, Xanthan Gum, Stevia Extract Powder (Reb A), Silica.",Promotes healthy bones and joints; Improved skin elasticity; Supports connective tissue in the body,"As a dietary supplement, adults mix two (2) scoops with 8-10 oz (236-295 ml) of their favorite beverage in a shaker cup or blender. Store in a cool, dry place and away from direct light.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place.",assets/product-joint.svg,ALL_SUPPORTED_DESTINATIONS,"Skin, Hair & Nail Health"
GCN-085,Maca Plus,Core Base Maca Plus,Capsules,foundational,Foundational,60,7.69,32.9,"Organic Maca Root (Black), Organic Maca Root (Red), Organic Maca Root (Yellow), Black Pepper, Hypromellose (vegetable capsule), Vegetable Stearate.",Helps boost energy levels; Supports normal libido & stamina; Improves endurance; Promotes normal hormonal balance,"As a dietary supplement, take two (2) capsules once a day. For best results, take 20-30 min before a meal or as directed by your healthcare professional.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement.",assets/product-omega.svg,ALL_SUPPORTED_DESTINATIONS,Sexual & Reproductive Wellness
GCN-086,Bee Bread Powder,Core Base Bee Bread Powder,Powder,foundational,Foundational,30,15.75,47.9,"Freeze Dried Extract of Bee Bread, Lyophilized royal jelly, Propolis Extract Powder, Vitamin C.","Bee Pearl Powder is pollen, nectar, and enzyme blend in powder form for an effortless addition to your favorite smoothies and other beverages.; It is infused with vitamins, microelements, polyphenols, unsaturated fatty acids, and antioxidants.","Mix one sachet into your smoothie to experience all the health-giving and energy-boosting powers of bee bread, royal jelly, and propolis powder!","Recommended to anyone who is not allergic to bee products. Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place.",assets/product-omega.svg,ALL_SUPPORTED_DESTINATIONS,Bee Products
GCN-087,Grass-Fed Collagen Creamer (Vanilla),Core Performance Grass-fed Collagen Creamer Vanilla,Powder,performance,Performance,60,19.19,35.9,"Hydrolyzed collagen peptides (from bovine hide), medium chain triglycerides, acacia powder, calcium carbonate, pea protein powder, natural flavor, silica, stevia extract powder.",Supports healthy bones and joints; Improved skin elasticity; Strengthens connective tissue in the body,"Adults mix two (2) scoops with 8-10 fl oz. (236-295 ml) of your favorite hot or cold beverage. Store in a cool, dry place and away from direct light.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place.",assets/product-energy.svg,ALL_SUPPORTED_DESTINATIONS,"Skin, Hair & Nail Health"
GCN-088,Omega-3 EPA 180mg + DHA 120mg,Core Focus Omega-3 Epa 180mg + Dha 120mg,Softgels,focus,Focus,100,9.15,24.9,"Fish oil concentrate, Eicosapentaenoic acid (EPA), Docosahexaenoic acid (DHA), softgel (gelatin, glycerin and water), Vitamin E.","Support your wellness journey with our dietary supplement, formulated with 180mg of EPA and 120mg of DHA per serving.; Designed to provide an easy and convenient source of essential omega-3 fatty acids.","As a dietary supplement, adults take one (1) softgel, two (2) times daily with meals, or as directed by a health care professional. Store in a cool, dry place and away from direct light.",Keep out of reach of children. Do not use if the safety seal is damaged or missing.,assets/product-focus.svg,ALL_SUPPORTED_DESTINATIONS,Fish Oil & Omega Fatty Acids
GCN-089,Platinum Turmeric,Core Immunity Platinum Turmeric,Capsules,immunity,Immunity,60,7.95,25.9,"Turmeric Root Powder, Glucosamine Sulfate 2KCI, Turmeric 95% Curcuminoids, Ginger Root Extract, Chondroitin Sulfate, Boswellia Extract, MSM, BioPerine®, Quercetin Dihydrate, L-Methionine, Bromelain, Hypromellose (vegetable capsule), Rice Flour.",Joint and bone health; Holistic Health; Antioxidant,"Take two (2) capsules once a day as a dietary supplement. For best results, take 20-30 min before a meal or as directed by your healthcare professional.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Consult a physician before use if you have any medical conditions. Glucosamine is derived from shellfish. People allergic to shellfish should not consume this product.",assets/product-immune.svg,ALL_SUPPORTED_DESTINATIONS,Specialty Supplements
GCN-090,CoQ10 Ubiquinone,Core Base COQ10 Ubiquinone,Capsules,foundational,Foundational,30,9.65,28.9,"Coenzyme Q-10 (Ubiquinone) 200mg, Hypromellose (vegetable capsule), Rice Flour.","Support your daily vitality with our CoQ10 Ubiquinone Capsules — an antioxidant that helps promote energy production at the cellular level.; CoQ10 supports heart health, cellular energy, and overall wellness so you can feel your best every day.","Take one (1) capsule once a day as a dietary supplement. For best results, take 20-30 min before a meal or as directed by your healthcare professional.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement.",assets/product-omega.svg,ALL_SUPPORTED_DESTINATIONS,Post-Workout Recovery
GCN-091,Hydration Powder (Matcha Green Tea),Core Performance Hydration Powder Matcha Green Tea,Powder,performance,Performance,60,11.45,34.99,"Vitamin B1 (Thiamin), Vitamin B2 (Riboflavin), Vitamin B3 (Niacin), Vitamin B6 (Pyridoxal 5 Phosphate), Vitamin B9 (Folate), Vitamin B12 (Methylcobalamin), Calcium (Calcium Citrate), Magnesium (Magnesium Citrate), Sodium (Sodium Citrate), Potassium (Potassium Citrate), Polydextrose, Citric Acid, Natural & Artificial Flavors, Sucralose, Calcium Silicate, Fruit & Vegetable Blend (for color)","Premium Formulation: Our formula avoids fillers and unnecessary additives, focusing on delivering essential nutrients.; All-Day Consumption: Suitable for consumption throughout the day.; Keto Friendly: Designed to fit into various dietary lifestyles.; Various nutrients: Contains essential nutrients to support overall health.","Measuring with the scooper located inside the jar, mix each scoop, to desired taste, with 14-20 ounces (414-591 ml) of water (2 scoops with 28-40 ounces (828 ml-1.2 1) of water).","Recommended to not exceed more than 5 scoops within a 24 hour period. Not intended for use by persons with a medical condition. Consult your physician before using this product if you are pregnant of nursing or taking any medication. Manufactured in a facility that produces Milk, Eggs, Fish, Shellfish, Tree Nuts, Peanuts, Wheat, Soybeans, and Sesame. Store in a cool dry place, keep out of reach of children. Do not use if safety seal is broken or missing. Contents sold by weight not volume, some settling may occur. Secure lid tightly when not in use. Consume within 90 days. This product is intended to supplement a balanced diet and active lifestyle. Consult with a healthcare professional before starting any new dietary supplement, especially if you are pregnant, nursing, have any medical conditions, or are taking any medications.",assets/product-energy.svg,US_ONLY,Intra-Workout Supplements
GCN-092,Female Enhancement,Core Performance Female Enhancement,Capsules,performance,Performance,60,7.65,29.9,"Vitamin A (as Beta-Carotene), Thiamin (as Thiamin Mononitrate), Niacin (as Niacin), Vitamin B6 (as Pyridoxine HCI), Vitamin B12 (as Cyanocobalamin), Pantothenic Acid (as D-Calcium Pantothenate), Zinc (as Zinc Oxide), L-Arginine (Base), BioPerine® (Black Pepper Extract) (Piper nigrum) (Fruit), Epimedium Powder (Epimedium sagittatum) (Aerial), Tribulus Extract (Tribulus terrestris L.) (Fruit), Catuaba Powder (Trichilia catigua) (Bark), Dong Quai (Angelica sinensis) (Root), Ginkgo (Ginkgo biloba) (Leaf), Asian Ginseng (Panax ginseng) (Root), Damiana Powder (Turnera diffusa) (Leaf), Ashwagandha Extract (Withania somnifera) (Root), Ginger (Zingiber officinale) (Root), Maca (Lepidium meyenii) (Root), Muira Puama (Ptychopetalum olacoides) (Root), L-Phenylalanine, Asparagus Extract (Asparagus officinalis) (Stem), Chinese Smilax (Smilax china) (Root).","Female Enhancement is a carefully formulated supplement designed to support women's vitality and well-being.; Featuring a blend of vitamins, minerals, and herbal extracts like Tribulus, Ashwagandha, and Ginseng, this formula helps promote energy, balance, and relaxation.","As a dietary supplement, take two (2) capsules daily with water. For best results, light exercise and a sensible diet are recommended. Use this product for no less than 8 weeks for maximum results. Do not exceed 4 capsules daily.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. For Adult Use Only.",assets/product-energy.svg,ALL_SUPPORTED_DESTINATIONS,Sexual & Reproductive Wellness
GCN-093,Apple Cider Vinegar Capsules,Core Energy Apple Cider Vinegar Capsules,Capsules,energy,Energy,60,5.89,29.99,"Organic Apple Cider Vinegar Powder (Fruit) (1000 mg), Inulin (Helianthus tuberosus) (Jerusalem Artichoke Root) (200 mg), Lactobacillus acidophilus LA85 (with Inulin carrier) (10 mg) (1 Billion CFU), DigeZyme® (100 mg).","Support your digestive health with the power of apple cider vinegar - now in convenient capsule form.; This formula combines apple cider vinegar powder, inulin prebiotic fiber, probiotics, and digestive enzymes to promote gut balance and digestive comfort.","As a dietary supplement, adults take two (2) capsules daily. For best results, take with 6-8 oz (177-237ml) of water or as directed by a healthcare professional.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement.",assets/product-energy.svg,US_ONLY,Digestive Support
GCN-094,5-HTP,Core Sleep 5-htp,Capsules,sleep,Sleep,60,7.29,19.9,"Calcium (as Calcium Carbonate), 5-Hydroxytryptophan (from Griffo via simplicifolia seed extract), Gelatin (capsule), Magnesium Stearate.",Boosts overall energy and awareness; Supports emotional well-being; Supports comfort and promotes strength in muscles,"Take two (2) capsules once a day as a dietary supplement. For best results, take 20-30 min before a meal with an 8oz (236 ml) glass of water or as directed by your healthcare professional.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement.",assets/product-sleep.svg,ALL_SUPPORTED_DESTINATIONS,Specialty Supplements
GCN-095,Sleep Support,Core Sleep Sleep Support,Capsules,sleep,Sleep,60,7.05,29.9,"Magnesium citrate, Pyridoxine HCl Powder (Vitamin B6), Calcium carbonate, Melatonin, Sleep Formula Proprietary Blend (L-Tryptophan, Lycium (Lycium barbarum L.) (fruit), Chamomile (Matricaria chamomilla L.) (flower), Lemon Balm (Melissa officinalis) (aerial), Passion Flower (Passiflora incarnata) (flower), L-Taurine, Hops (Humulus lupulus) (flower), St. John’s Wort (Hypericum perforatum) (aerial), Gamma-Aminobutyric Acid (GABA), Chinese Skullcap (Scutellaria baicalensis) (root), L-Theanine, Ashwagandha (Withania somnifera) (root), Inositol, 5-HTP (Griffonia simplicifolia) (seed)), Hypromellose (Vegatable Capsule), Silicon Dioxide (Sipernat 22), Magnesium Stearate.",Daily wellness support,"As a dietary supplement, take two (2) capsules once a day. For best results, take 20-30 min before bedtime with an 8oz (237ml) glass of water or as directed by your healthcare professional.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement.",assets/product-sleep.svg,ALL_SUPPORTED_DESTINATIONS,Sleep & Relaxation
GCN-096,L-Glutamine Powder,Core Base L-glutamine Powder,Powder,foundational,Foundational,60,10.65,26.9,L-Glutamine Powder.,Enhances muscular strength; Increases athletic performance; Effective immune support,1 serving 1 to 3 times daily with a beverage of choice or as directed by a healthcare professional.,"Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under 18 years of age, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. This product is manufactured and packaged in a facility that may also process milk, soy, wheat, egg, peanuts, tree nuts, fish, and crustacean shellfish.",assets/product-omega.svg,ALL_SUPPORTED_DESTINATIONS,Post-Workout Recovery
GCN-097,Keto-5,Core Energy Keto-5,Capsules,energy,Energy,60,8.09,32.9,"Keto Blend (Raspberry Ketone, Green Tea, Caffeine Anhydrous, Green Coffee Bean, Garcinia Cambogia (fruit), Cellulose (Vegetable Capsule).",Healthy weight control support; Increases energy; Boosts metabolism; Jumpstarts ketosis,"Take one (1) twice a day as a dietary supplement. For best results, take 20-30 min before a meal with an 8oz (236 ml) glass of water or as directed by your healthcare professional.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement.",assets/product-energy.svg,ALL_SUPPORTED_DESTINATIONS,Specialty Supplements
GCN-098,Plant Protein (Vanilla),Core Performance Plant Protein Vanilla,Liquid,performance,Performance,30,24.99,44.9,"Fava Bean Protein Isolate, Natural Flavors, YESTEINTM Fermented Nutritional Yeast Protein, MCT Oil Powder, Apple Pectin Powder, Sea Salt, Stevia Extract (leaf), Silicon Dioxide.","High-Quality Plant Protein: Each serving delivers 20g of a powerful blend of Tendra® Fava Bean Protein Isolate and YESTEINTM Fermented Nutritional Yeast Protein to support muscle recovery and growth.; Low-Calorie and Nutrient-Dense: Each serving contains just 110 kcal and provides all essential amino acids necessary for muscle repair and growth, along with apple pectin powder for added digestive support.; Smooth Vanilla Flavor with Healthy Fats: Enjoy the creamy vanilla taste enhanced with MCT oil powder for quick energy and metabolism.; Weight Management: The combination of protein and fiber helps increase feelings of fullness, aiding in weight management.","As a dietary supplement, adults mix two (2) scoops with 6-8 oz. of water or favorite beverage daily. For best results, take 20-30 minutes before a meal with 8 oz. of water or as directed by your healthcare professional.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. KEEP OUT OF THE REACH OF CHILDREN. DO NOT USE IF SAFETY SEAL IS DAMAGED OR MISSING. STORE IN A COOL, DRY PLACE.",assets/product-energy.svg,US_ONLY,Proteins
GCN-099,Multivitamin Bear Gummies (Adult),Core Immunity Multivitamin Bear Gummies Adult,Gummies,immunity,Immunity,60,7.55,19.9,"Sodium (as Sodium Citrate), Vitamin A (as Retinol Acetate, Vitamin C (as Ascorbic Acid, Vitamin D (as Cholecalciferol), Vitamin B6 (as Pyridoxine HCL), Folate, Vitamin B12 (as Cyanocobalamin) Biotin, Vitamin B6 (as D-Calcium Pantothenate), Iodine (as Potassium Iodide), Zinc (as Zinc Citrate), Choline (as Choline Bitartrate), Inositol, Sugar, Glucose Syrup, Glucose, Apple Juice Concentrate, Pectin, Citric Acid, Natural Strawberry Flavor, Purple Carrot Juice Concentrate (Color added).",Contributes to cardiovascular well-being; Supports healthy sleep; Enhances memory and cognition,Take two (2) gummies once a day as a dietary supplement.,"Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement.",assets/product-immune.svg,ALL_SUPPORTED_DESTINATIONS,Vitamins & Minerals
GCN-100,Energy Powder (Melon Creamsicle),Core Performance Energy Powder Melon Creamsicle,Powder,performance,Performance,60,11.65,34.99,"Thiamin (from Vitamin B1), Riboflavin (from Vitamin B2), Niacin (from Vitamin B3), Vitamin B6 (as Pyridoxal-5-phosphate), Folate (from Vitamin B9), Vitamin B12 (as Methylcobalamin), Pantothenic acid (from Vitamin B5), Calcium (from Calcium Ascorbate), Magnesium (from Magnesium Citrate), Sodium (from Sodium Citrate), Potassium (from Potassium Citrate), Taurine, Natural Caffeine (From Green Tea), L-theanine, Polydextrose, Citric acid, N&A Flavors, Sucralose, Calcium silicate, Fruit and Veggie blend (for color).","Backed by Science: Our formula isn't just a mix of ingredients; it's a carefully selected blend of components supported by scientific research to support energy and focus.; Balanced Energy: Featuring caffeine and L-theanine, our Energy Powder is designed to provide a steady energy boost. Say goodbye to jitters and the dreaded crash, and hello to sustained performance.; Nutrient-Rich: Beyond caffeine, our powder is infused with essential electrolytes and nutrients, aiming to support hydration and overall wellness, helping you maintain peak performance during physical and mental activities.; Precisely Formulated: Every ingredient in our Energy Powder is thoughtfully included at specific dosages, focusing on optimal effectiveness and alignment with wellness goals.","Measuring with the scooper located inside the jar, mix each scoop, to desired taste, with 6-10 ounces (177-296 ml) of water (2 scoops with 12-20 ounces (355-591 ml) of water).","Recommended to not exceed more than 5 scoops within a 24 hour period. Not intended for use by persons with a medical condition. Consult your physician before using this product if you are pregnant of nursing or taking any medication. Manufactured in a facility that produces Milk, Eggs, Fish, Shellfish, Tree Nuts, Peanuts, Wheat, Soybeans, and Sesame. Store in a cool dry place, keep out of reach of children. Do not use if safety seal is broken or missing. Contents sold by weight not volume, some settling may occur. Secure lid tightly when not in use. Consume within 90 days. This product is intended to supplement a balanced diet and active lifestyle. Consult with a healthcare professional before starting any new dietary supplement, especially if you are pregnant, nursing, have any medical conditions, or are taking any medications.",assets/product-energy.svg,US_ONLY,Pre-Workout Supplements
GCN-101,Energy Powder (Yuzu Flavor),Core Performance Energy Powder Yuzu Flavor,Powder,performance,Performance,60,11.65,34.99,"Thiamin (from Vitamin B1), Riboflavin (from Vitamin B2), Niacin (from Vitamin B3), Vitamin B6 (as Pyridoxal-5-phosphate), Folate (from Vitamin B9), Vitamin B12 (as Methylcobalamin), Pantothenic acid (from Vitamin B5), Calcium (from Calcium Ascorbate), Magnesium (from Magnesium Citrate), Sodium (from Sodium Citrate), Potassium (from Potassium Citrate), Taurine, Natural Caffeine (From Green Tea), L-theanine, Polydextrose, Citric acid, N&A Flavors, Sucralose, Calcium silicate, Fruit and Veggie blend (for color).","Backed by Science: Our formula isn't just a mix of ingredients; it's a carefully selected blend of components supported by scientific research to support energy and focus.; Balanced Energy: Featuring caffeine and L-theanine, our Energy Powder is designed to provide a steady energy boost. Say goodbye to jitters and the dreaded crash, and hello to sustained performance.; Nutrient-Rich: Beyond caffeine, our powder is infused with essential electrolytes and nutrients, aiming to support hydration and overall wellness, helping you maintain peak performance during physical and mental activities.; Precisely Formulated: Every ingredient in our Energy Powder is thoughtfully included at specific dosages, focusing on optimal effectiveness and alignment with wellness goals.","Measuring with the scooper located inside the jar, mix each scoop, to desired taste, with 6-10 ounces (177-296 ml) of water (2 scoops with 12-20 ounces (355-591 ml) of water).","Recommended to not exceed more than 5 scoops within a 24 hour period. Not intended for use by persons with a medical condition. Consult your physician before using this product if you are pregnant of nursing or taking any medication. Manufactured in a facility that produces Milk, Eggs, Fish, Shellfish, Tree Nuts, Peanuts, Wheat, Soybeans, and Sesame. Store in a cool dry place, keep out of reach of children. Do not use if safety seal is broken or missing. Contents sold by weight not volume, some settling may occur. Secure lid tightly when not in use. Consume within 90 days. This product is intended to supplement a balanced diet and active lifestyle. Consult with a healthcare professional before starting any new dietary supplement, especially if you are pregnant, nursing, have any medical conditions, or are taking any medications.",assets/product-energy.svg,US_ONLY,Pre-Workout Supplements
