source_sku,source_name,product_id,brand_name,category,badge,suggested_price_usd,hero_headline,hero_subheadline,what_it_is,what_it_does,how_to_use,key_ingredients,testing_copy,cautions_copy,cta_primary,cta_secondary,image_file
GCN-084,Grass-Fed Collagen Peptides Powder (Chocolate),core-recovery-grass-fed-collagen-peptides-powder-chocolate,Core Recovery Grass-fed Collagen Peptides Powder Chocolate,Recovery,Core Recovery,36,Core Recovery Grass-fed Collagen Peptides Powder Chocolate,"Supports joint comfort, mobility, and post-training recovery.",A premium powder formula engineered for recovery routine architecture and long-term consistency,"Supports joint comfort, mobility, and post-training recovery; Supports healthy skin, hair, and nail structure; Supports recovery, hydration, and tissue resilience.","As a dietary supplement, adults mix two (2) scoops with 8-10 oz (236-295 ml) of their favorite beverage in a shaker cup or blender. Store in a cool, dry place and away from direct light. Do not exceed labeled serving size.","Hydrolyzed Collagen Peptides (from bovine hide), Cocoa Powder, Acacia Powder, Natural Flavor, Sodium Chloride, Xanthan Gum, Stevia Extract Powder (Reb A), Silica.","Third-party verified identity, potency, and contaminant controls on every production lot.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-recovery-grass-fed-collagen-peptides-powder-chocolate.svg
GCN-085,Maca Plus,core-base-maca-plus,Core Base Maca Plus,Foundational,Core Base,33,Core Base Maca Plus,Supports cellular energy metabolism and daily vitality.,A premium capsules formula engineered for foundational routine architecture and long-term consistency,"Supports cellular energy metabolism and daily vitality; Supports exercise performance, strength output, and recovery capacity; Supports foundational daily wellness and nutrient coverage.","As a dietary supplement, take two (2) capsules once a day. For best results, take 20-30 min before a meal or as directed by your healthcare professional. Do not exceed labeled serving size.","Organic Maca Root (Black), Organic Maca Root (Red), Organic Maca Root (Yellow), Black Pepper, Hypromellose (vegetable capsule), Vegetable Stearate.","Third-party verified identity, potency, and contaminant controls on every production lot.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-base-maca-plus.svg
GCN-086,Bee Bread Powder,core-base-bee-bread-powder,Core Base Bee Bread Powder,Foundational,Core Base,48,Core Base Bee Bread Powder,"Supports digestive comfort, gut function, and nutrient utilization.",A premium powder formula engineered for foundational routine architecture and long-term consistency,"Supports digestive comfort, gut function, and nutrient utilization; Supports hormonal and reproductive health markers.","Mix one sachet into your smoothie to experience all the health-giving and energy-boosting powers of bee bread, royal jelly, and propolis powder! Do not exceed labeled serving size.","Freeze Dried Extract of Bee Bread, Lyophilized royal jelly, Propolis Extract Powder, Vitamin C.","Third-party verified identity, potency, and contaminant controls on every production lot.","Recommended to anyone who is not allergic to bee products. Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-base-bee-bread-powder.svg
GCN-087,Grass-Fed Collagen Creamer (Vanilla),core-performance-grass-fed-collagen-creamer-vanilla,Core Performance Grass-fed Collagen Creamer Vanilla,Performance,Core Performance,36,Core Performance Grass-fed Collagen Creamer Vanilla,"Supports joint comfort, mobility, and post-training recovery.",A premium powder formula engineered for performance routine architecture and long-term consistency,"Supports joint comfort, mobility, and post-training recovery; Supports healthy skin, hair, and nail structure; Supports exercise performance, strength output, and recovery capacity.","Adults mix two (2) scoops with 8-10 fl oz. (236-295 ml) of your favorite hot or cold beverage. Store in a cool, dry place and away from direct light. Do not exceed labeled serving size.","Hydrolyzed collagen peptides (from bovine hide), medium chain triglycerides, acacia powder, calcium carbonate, pea protein powder, natural flavor, silica, stevia extract powder.","Third-party verified identity, potency, and contaminant controls on every production lot.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-performance-grass-fed-collagen-creamer-vanilla.svg
GCN-088,Omega-3 EPA 180mg + DHA 120mg,core-focus-omega-3-epa-180mg-dha-120mg,Core Focus Omega-3 Epa 180mg + Dha 120mg,Focus,Core Focus,25,Core Focus Omega-3 Epa 180mg + Dha 120mg,Supports cognitive performance and stress resilience.,A premium softgels formula engineered for focus routine architecture and long-term consistency,Supports cognitive performance and stress resilience.,"As a dietary supplement, adults take one (1) softgel, two (2) times daily with meals, or as directed by a health care professional. Store in a cool, dry place and away from direct light. Do not exceed labeled serving size.","Fish oil concentrate, Eicosapentaenoic acid (EPA), Docosahexaenoic acid (DHA), softgel (gelatin, glycerin and water), Vitamin E.","Third-party verified identity, potency, and contaminant controls on every production lot.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-focus-omega-3-epa-180mg-dha-120mg.svg
GCN-089,Platinum Turmeric,core-immunity-platinum-turmeric,Core Immunity Platinum Turmeric,Immunity,Core Immunity,26,Core Immunity Platinum Turmeric,"Supports joint comfort, mobility, and post-training recovery.",A premium capsules formula engineered for immunity routine architecture and long-term consistency,"Supports joint comfort, mobility, and post-training recovery; Supports immune readiness and daily resilience; Provides antioxidant support against oxidative stress.","Take two (2) capsules once a day as a dietary supplement. For best results, take 20-30 min before a meal or as directed by your healthcare professional. Do not exceed labeled serving size.","Turmeric Root Powder, Glucosamine Sulfate 2KCI, Turmeric 95% Curcuminoids, Ginger Root Extract, Chondroitin Sulfate, Boswellia Extract, MSM, BioPerine®, Quercetin Dihydrate, L-Methionine, Bromelain, Hypromellose (vegetable capsule), Rice Flour.","Third-party verified identity, potency, and contaminant controls on every production lot.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Consult a physician before use if you have any medical conditions. Glucosamine is derived from shellfish. People allergic to shellfish should not consume this product. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-immunity-platinum-turmeric.svg
GCN-090,CoQ10 Ubiquinone,core-base-coq10-ubiquinone,Core Base COQ10 Ubiquinone,Foundational,Core Base,29,Core Base COQ10 Ubiquinone,Supports cellular energy metabolism and daily vitality.,A premium capsules formula engineered for foundational routine architecture and long-term consistency,Supports cellular energy metabolism and daily vitality.,"Take one (1) capsule once a day as a dietary supplement. For best results, take 20-30 min before a meal or as directed by your healthcare professional. Do not exceed labeled serving size.","Coenzyme Q-10 (Ubiquinone) 200mg, Hypromellose (vegetable capsule), Rice Flour.","Third-party verified identity, potency, and contaminant controls on every production lot.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-base-coq10-ubiquinone.svg
GCN-091,Hydration Powder (Matcha Green Tea),core-performance-hydration-powder-matcha-green-tea,Core Performance Hydration Powder Matcha Green Tea,Performance,Core Performance,35,Core Performance Hydration Powder Matcha Green Tea,"Supports cognitive performance, focus, and mental clarity.",A premium powder formula engineered for performance routine architecture and long-term consistency,"Supports cognitive performance, focus, and mental clarity; Supports exercise performance and recovery.","Measuring with the scooper located inside the jar, mix each scoop, to desired taste, with 14-20 ounces (414-591 ml) of water (2 scoops with 28-40 ounces (828 ml-1.2 1) of water). Do not exceed labeled serving size.","Vitamin B1 (Thiamin), Vitamin B2 (Riboflavin), Vitamin B3 (Niacin), Vitamin B6 (Pyridoxal 5 Phosphate), Vitamin B9 (Folate), Vitamin B12 (Methylcobalamin), Calcium (Calcium Citrate), Magnesium (Magnesium Citrate), Sodium (Sodium Citrate), Potassium (Potassium Citrate), Polydextrose, Citric Acid, Natural & Artificial Flavors, Sucralose, Calcium Silicate, Fruit & Vegetable Blend (for color)","Third-party verified identity, potency, and contaminant controls on every production lot.","Recommended to not exceed more than 5 scoops within a 24 hour period. Not intended for use by persons with a medical condition. Consult your physician before using this product if you are pregnant of nursing or taking any medication. Manufactured in a facility that produces Milk, Eggs, Fish, Shellfish, Tree Nuts, Peanuts, Wheat, Soybeans, and Sesame. Store in a cool dry place, keep out of reach of children. Do not use if safety seal is broken or missing. Contents sold by weight not volume, some settling may occur. Secure lid tightly when not in use. Consume within 90 days. This product is intended to supplement a balanced diet and active lifestyle. Consult with a healthcare professional before starting any new dietary supplement, especially if you are pregnant, nursing, have any medical conditions, or are taking any medications. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-performance-hydration-powder-matcha-green-tea.svg
GCN-092,Female Enhancement,core-performance-female-enhancement,Core Performance Female Enhancement,Performance,Core Performance,30,Core Performance Female Enhancement,Supports cellular energy metabolism and daily vitality.,A premium capsules formula engineered for performance routine architecture and long-term consistency,Supports cellular energy metabolism and daily vitality.,"As a dietary supplement, take two (2) capsules daily with water. For best results, light exercise and a sensible diet are recommended. Use this product for no less than 8 weeks for maximum results. Do not exceed 4 capsules daily.","Vitamin A (as Beta-Carotene), Thiamin (as Thiamin Mononitrate), Niacin (as Niacin), Vitamin B6 (as Pyridoxine HCI), Vitamin B12 (as Cyanocobalamin), Pantothenic Acid (as D-Calcium Pantothenate), Zinc (as Zinc Oxide), L-Arginine (Base), BioPerine® (Black Pepper Extract) (Piper nigrum) (Fruit), Epimedium Powder (Epimedium sagittatum) (Aerial), Tribulus Extract (Tribulus terrestris L.) (Fruit), Catuaba Powder (Trichilia catigua) (Bark), Dong Quai (Angelica sinensis) (Root), Ginkgo (Ginkgo biloba) (Leaf), Asian Ginseng (Panax ginseng) (Root), Damiana Powder (Turnera diffusa) (Leaf), Ashwagandha Extract (Withania somnifera) (Root), Ginger (Zingiber officinale) (Root), Maca (Lepidium meyenii) (Root), Muira Puama (Ptychopetalum olacoides) (Root), L-Phenylalanine, Asparagus Extract (Asparagus officinalis) (Stem), Chinese Smilax (Smilax china) (Root).","Third-party verified identity, potency, and contaminant controls on every production lot.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. For Adult Use Only. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-performance-female-enhancement.svg
GCN-093,Apple Cider Vinegar Capsules,core-energy-apple-cider-vinegar-capsules,Core Energy Apple Cider Vinegar Capsules,Energy,Core Energy,30,Core Energy Apple Cider Vinegar Capsules,"Supports digestive comfort, gut function, and nutrient utilization.",A premium capsules formula engineered for energy routine architecture and long-term consistency,"Supports digestive comfort, gut function, and nutrient utilization.","As a dietary supplement, adults take two (2) capsules daily. For best results, take with 6-8 oz (177-237ml) of water or as directed by a healthcare professional. Do not exceed labeled serving size.","Organic Apple Cider Vinegar Powder (Fruit) (1000 mg), Inulin (Helianthus tuberosus) (Jerusalem Artichoke Root) (200 mg), Lactobacillus acidophilus LA85 (with Inulin carrier) (10 mg) (1 Billion CFU), DigeZyme® (100 mg).","Third-party verified identity, potency, and contaminant controls on every production lot.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-energy-apple-cider-vinegar-capsules.svg
GCN-094,5-HTP,core-sleep-5-htp,Core Sleep 5-htp,Sleep,Core Sleep,20,Core Sleep 5-htp,Supports cellular energy metabolism and daily vitality.,A premium capsules formula engineered for sleep routine architecture and long-term consistency,"Supports cellular energy metabolism and daily vitality; Supports nightly recovery and sleep quality; Supports exercise performance, strength output, and recovery capacity.","Take two (2) capsules once a day as a dietary supplement. For best results, take 20-30 min before a meal with an 8oz (236 ml) glass of water or as directed by your healthcare professional. Do not exceed labeled serving size.","Calcium (as Calcium Carbonate), 5-Hydroxytryptophan (from Griffo via simplicifolia seed extract), Gelatin (capsule), Magnesium Stearate.","Third-party verified identity, potency, and contaminant controls on every production lot.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-sleep-5-htp.svg
GCN-095,Sleep Support,core-sleep-sleep-support,Core Sleep Sleep Support,Sleep,Core Sleep,30,Core Sleep Sleep Support,Supports nightly recovery and sleep quality.,A premium capsules formula engineered for sleep routine architecture and long-term consistency,Supports nightly recovery and sleep quality.,"As a dietary supplement, take two (2) capsules once a day. For best results, take 20-30 min before bedtime with an 8oz (237ml) glass of water or as directed by your healthcare professional. Do not exceed labeled serving size.","Magnesium citrate, Pyridoxine HCl Powder (Vitamin B6), Calcium carbonate, Melatonin, Sleep Formula Proprietary Blend (L-Tryptophan, Lycium (Lycium barbarum L.) (fruit), Chamomile (Matricaria chamomilla L.) (flower), Lemon Balm (Melissa officinalis) (aerial), Passion Flower (Passiflora incarnata) (flower), L-Taurine, Hops (Humulus lupulus) (flower), St. John’s Wort (Hypericum perforatum) (aerial), Gamma-Aminobutyric Acid (GABA), Chinese Skullcap (Scutellaria baicalensis) (root), L-Theanine, Ashwagandha (Withania somnifera) (root), Inositol, 5-HTP (Griffonia simplicifolia) (seed)), Hypromellose (Vegatable Capsule), Silicon Dioxide (Sipernat 22), Magnesium Stearate.","Third-party verified identity, potency, and contaminant controls on every production lot.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-sleep-sleep-support.svg
GCN-096,L-Glutamine Powder,core-base-l-glutamine-powder,Core Base L-glutamine Powder,Foundational,Core Base,27,Core Base L-glutamine Powder,"Supports exercise performance, strength output, and recovery capacity.",A premium powder formula engineered for foundational routine architecture and long-term consistency,"Supports exercise performance, strength output, and recovery capacity; Supports normal immune function.",1 serving 1 to 3 times daily with a beverage of choice or as directed by a healthcare professional. Do not exceed labeled serving size.,L-Glutamine Powder.,"Third-party verified identity, potency, and contaminant controls on every production lot.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under 18 years of age, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. This product is manufactured and packaged in a facility that may also process milk, soy, wheat, egg, peanuts, tree nuts, fish, and crustacean shellfish. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-base-l-glutamine-powder.svg
GCN-097,Keto-5,core-energy-keto-5,Core Energy Keto-5,Energy,Core Energy,33,Core Energy Keto-5,Supports stable energy and metabolic efficiency.,A premium capsules formula engineered for energy routine architecture and long-term consistency,Supports stable energy and metabolic efficiency; Supports cellular energy metabolism and daily vitality.,"Take one (1) twice a day as a dietary supplement. For best results, take 20-30 min before a meal with an 8oz (236 ml) glass of water or as directed by your healthcare professional. Do not exceed labeled serving size.","Keto Blend (Raspberry Ketone, Green Tea, Caffeine Anhydrous, Green Coffee Bean, Garcinia Cambogia (fruit), Cellulose (Vegetable Capsule).","Third-party verified identity, potency, and contaminant controls on every production lot.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-energy-keto-5.svg
GCN-098,Plant Protein (Vanilla),core-performance-plant-protein-vanilla,Core Performance Plant Protein Vanilla,Performance,Core Performance,45,Core Performance Plant Protein Vanilla,"Supports exercise performance, strength output, and recovery capacity.",A premium liquid formula engineered for performance routine architecture and long-term consistency,"Supports exercise performance, strength output, and recovery capacity; Supports cellular energy metabolism and daily vitality; Supports exercise performance and recovery.","As a dietary supplement, adults mix two (2) scoops with 6-8 oz. of water or favorite beverage daily. For best results, take 20-30 minutes before a meal with 8 oz. of water or as directed by your healthcare professional. Do not exceed labeled serving size.","Fava Bean Protein Isolate, Natural Flavors, YESTEINTM Fermented Nutritional Yeast Protein, MCT Oil Powder, Apple Pectin Powder, Sea Salt, Stevia Extract (leaf), Silicon Dioxide.","Third-party verified identity, potency, and contaminant controls on every production lot.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. KEEP OUT OF THE REACH OF CHILDREN. DO NOT USE IF SAFETY SEAL IS DAMAGED OR MISSING. STORE IN A COOL, DRY PLACE. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-performance-plant-protein-vanilla.svg
GCN-099,Multivitamin Bear Gummies (Adult),core-immunity-multivitamin-bear-gummies-adult,Core Immunity Multivitamin Bear Gummies Adult,Immunity,Core Immunity,20,Core Immunity Multivitamin Bear Gummies Adult,Supports cardiovascular function and circulation.,A premium gummies formula engineered for immunity routine architecture and long-term consistency,"Supports cardiovascular function and circulation; Supports restful sleep quality and circadian rhythm; Supports cognitive performance, focus, and mental clarity.",Take two (2) gummies once a day as a dietary supplement. Do not exceed labeled serving size.,"Sodium (as Sodium Citrate), Vitamin A (as Retinol Acetate, Vitamin C (as Ascorbic Acid, Vitamin D (as Cholecalciferol), Vitamin B6 (as Pyridoxine HCL), Folate, Vitamin B12 (as Cyanocobalamin) Biotin, Vitamin B6 (as D-Calcium Pantothenate), Iodine (as Potassium Iodide), Zinc (as Zinc Citrate), Choline (as Choline Bitartrate), Inositol, Sugar, Glucose Syrup, Glucose, Apple Juice Concentrate, Pectin, Citric Acid, Natural Strawberry Flavor, Purple Carrot Juice Concentrate (Color added).","Third-party verified identity, potency, and contaminant controls on every production lot.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-immunity-multivitamin-bear-gummies-adult.svg
GCN-100,Energy Powder (Melon Creamsicle),core-performance-energy-powder-melon-creamsicle,Core Performance Energy Powder Melon Creamsicle,Performance,Core Performance,35,Core Performance Energy Powder Melon Creamsicle,Supports exercise performance and recovery.,A premium powder formula engineered for performance routine architecture and long-term consistency,"Supports exercise performance and recovery; Supports cognitive performance, focus, and mental clarity; Supports exercise performance, strength output, and recovery capacity.","Measuring with the scooper located inside the jar, mix each scoop, to desired taste, with 6-10 ounces (177-296 ml) of water (2 scoops with 12-20 ounces (355-591 ml) of water). Do not exceed labeled serving size.","Thiamin (from Vitamin B1), Riboflavin (from Vitamin B2), Niacin (from Vitamin B3), Vitamin B6 (as Pyridoxal-5-phosphate), Folate (from Vitamin B9), Vitamin B12 (as Methylcobalamin), Pantothenic acid (from Vitamin B5), Calcium (from Calcium Ascorbate), Magnesium (from Magnesium Citrate), Sodium (from Sodium Citrate), Potassium (from Potassium Citrate), Taurine, Natural Caffeine (From Green Tea), L-theanine, Polydextrose, Citric acid, N&A Flavors, Sucralose, Calcium silicate, Fruit and Veggie blend (for color).","Third-party verified identity, potency, and contaminant controls on every production lot.","Recommended to not exceed more than 5 scoops within a 24 hour period. Not intended for use by persons with a medical condition. Consult your physician before using this product if you are pregnant of nursing or taking any medication. Manufactured in a facility that produces Milk, Eggs, Fish, Shellfish, Tree Nuts, Peanuts, Wheat, Soybeans, and Sesame. Store in a cool dry place, keep out of reach of children. Do not use if safety seal is broken or missing. Contents sold by weight not volume, some settling may occur. Secure lid tightly when not in use. Consume within 90 days. This product is intended to supplement a balanced diet and active lifestyle. Consult with a healthcare professional before starting any new dietary supplement, especially if you are pregnant, nursing, have any medical conditions, or are taking any medications. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-performance-energy-powder-melon-creamsicle.svg
GCN-101,Energy Powder (Yuzu Flavor),core-performance-energy-powder-yuzu-flavor,Core Performance Energy Powder Yuzu Flavor,Performance,Core Performance,35,Core Performance Energy Powder Yuzu Flavor,Supports exercise performance and recovery.,A premium powder formula engineered for performance routine architecture and long-term consistency,"Supports exercise performance and recovery; Supports cognitive performance, focus, and mental clarity; Supports exercise performance, strength output, and recovery capacity.","Measuring with the scooper located inside the jar, mix each scoop, to desired taste, with 6-10 ounces (177-296 ml) of water (2 scoops with 12-20 ounces (355-591 ml) of water). Do not exceed labeled serving size.","Thiamin (from Vitamin B1), Riboflavin (from Vitamin B2), Niacin (from Vitamin B3), Vitamin B6 (as Pyridoxal-5-phosphate), Folate (from Vitamin B9), Vitamin B12 (as Methylcobalamin), Pantothenic acid (from Vitamin B5), Calcium (from Calcium Ascorbate), Magnesium (from Magnesium Citrate), Sodium (from Sodium Citrate), Potassium (from Potassium Citrate), Taurine, Natural Caffeine (From Green Tea), L-theanine, Polydextrose, Citric acid, N&A Flavors, Sucralose, Calcium silicate, Fruit and Veggie blend (for color).","Third-party verified identity, potency, and contaminant controls on every production lot.","Recommended to not exceed more than 5 scoops within a 24 hour period. Not intended for use by persons with a medical condition. Consult your physician before using this product if you are pregnant of nursing or taking any medication. Manufactured in a facility that produces Milk, Eggs, Fish, Shellfish, Tree Nuts, Peanuts, Wheat, Soybeans, and Sesame. Store in a cool dry place, keep out of reach of children. Do not use if safety seal is broken or missing. Contents sold by weight not volume, some settling may occur. Secure lid tightly when not in use. Consume within 90 days. This product is intended to supplement a balanced diet and active lifestyle. Consult with a healthcare professional before starting any new dietary supplement, especially if you are pregnant, nursing, have any medical conditions, or are taking any medications. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-performance-energy-powder-yuzu-flavor.svg
GCN-102,Focus Powder (Sour Gummi Worm),core-performance-focus-powder-sour-gummi-worm,Core Performance Focus Powder Sour Gummi Worm,Performance,Core Performance,40,Core Performance Focus Powder Sour Gummi Worm,"Supports cognitive performance, focus, and mental clarity.",A premium gummies formula engineered for performance routine architecture and long-term consistency,"Supports cognitive performance, focus, and mental clarity.",Mix 2 scoops (8 g) with 16 fl oz (480 mL) of water or adjust to taste. Do not exceed labeled serving size.,"L-Arginine HCl, Inositol, Alpha-GPC, Natural Caffeine (from Green Tea), L-Theanine, Asian Ginseng Extract, Black Pepper Extract, Thiamin (as Thiamine HCl), Riboflavin (Vitamin B2), Niacin (Vitamin B3), Vitamin B6 (as Pyridoxine HCl), Folate (as Folic Acid), Vitamin B12 (as Methylcobalamin), Pantothenic Acid (as D-Calcium Pantothenate), Polydextrose, Malic Acid, Natural & Artificial Flavors, Citric Acid, Sucralose, Silicon Dioxide, Blue Spirulina (for color).","Third-party verified identity, potency, and contaminant controls on every production lot.","Do not exceed more than 5 scoops within a 24-hour period. Not intended for use by individuals with a medical condition. Consult your physician before using this product if you are pregnant, nursing, or taking any medication. Manufactured in a facility that processes milk, eggs, fish, shellfish, tree nuts, peanuts, wheat, soybeans, and sesame. Store in a cool, dry place. Keep out of reach of children. Do not use if the safety seal is broken or missing. Contents are sold by weight, not volume; some settling may occur. Secure lid tightly when not in use. Consume within 90 days. This product is intended to supplement a balanced diet and active lifestyle. Consult a healthcare professional before starting any new dietary supplement, especially if you are pregnant, nursing, have a medical condition, or are taking any medications. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-performance-focus-powder-sour-gummi-worm.svg
GCN-103,Ginkgo Biloba + Ginseng,core-focus-ginkgo-biloba-ginseng,Core Focus Ginkgo Biloba + Ginseng,Focus,Core Focus,30,Core Focus Ginkgo Biloba + Ginseng,Supports cognitive performance and stress resilience.,A premium capsules formula engineered for focus routine architecture and long-term consistency,"Supports cognitive performance and stress resilience; Supports cognitive performance, focus, and mental clarity; Provides antioxidant support against oxidative stress.",As a dietary supplement take two (2) capsules twice a day. For best results take 20-30 min before a meal or as directed by your healthcare professional. Do not exceed labeled serving size.,"Red Asian Ginseng Extract (Standardized to 7% Ginsenosides)(stem)(leaf), Ginkgo Biloba Leaf Powder, Ginkgo Biloba Leaf 24% Flavones, Hypromellose (vegetable capsule), Silicon Dioxide.","Third-party verified identity, potency, and contaminant controls on every production lot.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-focus-ginkgo-biloba-ginseng.svg
GCN-104,Chaga Mushroom,core-base-chaga-mushroom,Core Base Chaga Mushroom,Foundational,Core Base,30,Core Base Chaga Mushroom,"Supports exercise performance, strength output, and recovery capacity.",A premium capsules formula engineered for foundational routine architecture and long-term consistency,"Supports exercise performance, strength output, and recovery capacity; Supports joint comfort, mobility, and post-training recovery; Supports foundational daily wellness and nutrient coverage.","As a dietary supplement, adults take two (2) capsules daily or as directed by a healthcare professional. Can be taken with food or on an empty stomach. Do not exceed labeled serving size.","Organic Chaga (Inonotus obliquus) Mushroom Mycelium Powder (Standardized to 40% polysaccharides [400mg]), Organic capsule (pullulan, water), silica.","Third-party verified identity, potency, and contaminant controls on every production lot.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place and away from direct light. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-base-chaga-mushroom.svg
